,Date,1,2,3,4,5,6,X,Num tweets,Success,Average,Percentile Rank
0,2022-12-02 00:00:00,0.1859811539097371,5.542238386510167,29.84790874524715,34.088279054389155,19.796660605058687,8.902297900479418,1.6325012398743597,24196,0.9836749876012564,3.960295785891349,50.0
1,2022-12-01 00:00:00,0.1597869507323568,2.365734576120728,14.087882822902795,34.62050599201065,32.485574789169995,13.932534398579673,2.347980470483799,22530,0.976520195295162,4.420389982273533,94.44444444444444
2,2022-11-30 00:00:00,0.3535579306701345,5.079855325720324,26.6346974438168,32.80367375137156,21.778355752428173,11.27727882309912,2.072580972893892,24607,0.9792741902710612,4.066149313192514,66.66666666666666
3,2022-11-29 00:00:00,0.2260549229738781,4.135967849966511,22.1910582719357,36.31530475552579,25.25117213663764,10.40689886135298,1.4735432016075016,23888,0.985264567983925,4.151470088375255,77.77777777777779
4,2022-11-28 00:00:00,0.3205635586512585,9.545670413170807,35.20262782966598,33.88871299667564,15.058572107012823,5.144847237612791,0.8390058572107013,25268,0.9916099414278928,3.698395593869732,16.666666666666664
5,2022-11-27 00:00:00,0.5455647605576884,7.253990705192968,29.844413012729845,37.401495251565976,18.14912103455244,5.908264295817337,0.8971509395837542,24745,0.9910284906041624,3.838315051176447,44.44444444444444
6,2022-11-26 00:00:00,1.3320235756385068,14.781925343811396,34.0196463654224,32.09430255402751,13.37917485265226,3.795677799607073,0.593320235756385,25450,0.994066797642436,3.530969603541642,5.555555555555555
7,2022-11-25 00:00:00,0.9270472292980332,9.245416962458764,29.749029105942288,38.10915772330564,16.45300037582996,4.7646886875182695,0.7516599156470539,23947,0.9924834008435296,3.747717423318046,27.77777777777778
8,2022-11-24 00:00:00,3.98406374501992,9.528552456839307,24.9667994687915,31.739707835325365,19.12350597609562,9.163346613545816,1.49402390438247,3012,0.9850597609561752,3.8119312436804855,38.88888888888889
9,2022-12-03 00:00:00,0.258485529047841,6.279927115555744,35.090469935166745,34.65401076316793,16.97529556337133,5.915504894275181,0.8263061994152294,23599,0.9917369380058476,3.8021705691334815,33.33333333333333
10,2022-12-04 00:00:00,1.392881726525489,14.932987812284892,29.75665060533668,28.39616147710248,16.925132607199256,7.089929951006195,1.502206745758594,24697,0.984977932542414,3.667886212283154,11.11111111111111
11,2022-12-05 00:00:00,0.3763017414894548,3.224818412531723,12.908024853417343,26.82243808523672,33.25894810536449,19.79959744464864,3.609871357311631,22854,0.9639012864268836,4.543329247809705,100.0
12,2022-12-06 00:00:00,0.4266873545384018,5.258167399362124,21.17920868890613,31.94983191104215,25.20472373071287,13.235927937246789,2.7411430049133694,23202,0.9725885699508664,4.192103164052114,88.88888888888889
13,2022-12-07 00:00:00,0.3715477025967056,5.779630929282087,28.04359493043801,33.91817693927259,20.905750732774635,9.082277174586135,1.8948932832431984,24223,0.981051067167568,3.983041575492341,55.55555555555556
14,2022-12-08 00:00:00,0.2852466682253916,4.372223521159691,22.59527706336217,34.28103811082534,24.447042319382746,11.732522796352583,2.2398877718026653,21385,0.9776011222819734,4.158853917535636,83.33333333333334
15,2022-12-09 00:00:00,0.4663971927330875,9.25687380624528,33.420690267845245,35.87260693821348,16.097365966330564,4.353040465508817,0.5285834850974992,22513,0.994714165149025,3.713003483075824,22.22222222222222
16,2022-12-10 00:00:00,0.3360151443445338,3.724562233790819,20.123047799337435,41.13109323237104,25.863700899195457,7.813535257927118,1.0080454330336015,21130,0.989919545669664,4.130420232346895,72.22222222222221
17,2022-12-11 00:00:00,0.5793627010288682,6.52282489261812,24.10348616521826,33.313355309159924,23.80381580261712,10.38857257017281,1.2885825591848965,10011,0.9871141744081511,4.057680631451123,61.111111111111114
